Layout,PVDD(mV),VG(mV),NWBIAS(mV),Tint(us),W(um),L(um),Wavelength(nm),Pixel_Number,Light_Intensity(uW/cm2),Dark(mV),Light(mV),L-D(mV),Edge
1.0,2300.0,2000.0,2500.0,2500.0,0.3,0.4,850.0,36.0,550.0,541.6,1145.0,603.4,0.0
1.0,2300.0,2000.0,2500.0,2500.0,0.3,0.4,850.0,36.0,550.0,729.1,1333.0,603.9,0.0
1.0,2300.0,2000.0,2500.0,2500.0,0.7,0.4,850.0,36.0,550.0,750.0,1541.0,791.0,0.0
1.0,2300.0,2000.0,2500.0,2500.0,0.8,0.4,850.0,36.0,550.0,875.0,1479.0,604.0,0.0
1.0,2300.0,2000.0,2500.0,2500.0,1.1,0.4,850.0,36.0,550.0,916.6,1687.0,770.4,0.0
1.0,2300.0,2000.0,2500.0,2500.0,1.4,0.4,850.0,36.0,550.0,1145.0,2041.0,896.0,0.0
1.0,2300.0,2000.0,2500.0,2500.0,1.7,0.4,850.0,36.0,550.0,1166.0,1979.0,813.0,0.0
1.0,2300.0,2000.0,2500.0,2500.0,2.7,0.4,850.0,36.0,550.0,1083.0,2041.0,958.0,0.0
1.0,2300.0,2000.0,2500.0,2500.0,0.4,0.7,850.0,36.0,550.0,83.3,416.6,333.3,0.0
1.0,2300.0,2000.0,2500.0,2500.0,1.0,0.7,850.0,36.0,550.0,187.5,916.6,729.1,0.0
1.0,2300.0,2000.0,2500.0,2500.0,1.7,0.7,850.0,36.0,550.0,250.0,1166.0,916.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,0.0,550.0,379.0,812.0,433.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,1.0,550.0,573.0,1154.0,581.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,2.0,550.0,379.0,785.0,406.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,3.0,550.0,298.0,677.0,379.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,4.0,550.0,512.0,1040.0,527.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,5.0,550.0,460.0,1004.0,543.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,6.0,550.0,387.0,867.0,479.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,7.0,550.0,487.0,967.0,479.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,8.0,550.0,260.0,590.0,329.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,9.0,550.0,502.0,962.0,460.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,10.0,550.0,352.0,740.0,387.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,11.0,550.0,506.0,983.0,477.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,12.0,550.0,477.0,898.0,420.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,13.0,550.0,360.0,762.0,402.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,14.0,550.0,450.0,887.0,437.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,15.0,550.0,412.0,794.0,381.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,16.0,550.0,560.0,1081.0,520.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,17.0,550.0,417.0,860.0,443.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,18.0,550.0,315.0,717.0,402.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,19.0,550.0,348.0,692.0,343.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,20.0,550.0,335.0,800.0,464.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,21.0,550.0,244.0,540.0,295.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,22.0,550.0,458.0,896.0,437.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,23.0,550.0,285.0,594.0,308.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,24.0,550.0,400.0,879.0,479.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,25.0,550.0,265.0,602.0,337.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,26.0,550.0,423.0,858.0,435.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,27.0,550.0,302.0,654.0,352.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,28.0,550.0,604.0,1173.0,568.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,29.0,550.0,302.0,612.0,310.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,30.0,550.0,335.0,737.0,402.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,31.0,550.0,412.0,800.0,387.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,32.0,550.0,315.0,706.0,391.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,33.0,550.0,360.0,754.0,393.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,34.0,550.0,333.0,752.0,418.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,35.0,550.0,315.0,700.0,385.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,36.0,550.0,462.0,929.0,466.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,37.0,550.0,379.0,806.0,427.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,38.0,550.0,527.0,1083.0,556.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,39.0,550.0,362.0,712.0,350.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,40.0,550.0,408.0,837.0,429.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,41.0,550.0,490.0,1006.0,516.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,42.0,550.0,248.0,529.0,281.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,43.0,550.0,340.0,785.0,445.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,44.0,550.0,427.0,867.0,439.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,45.0,550.0,656.0,1256.0,600.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,46.0,550.0,379.0,817.0,437.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,47.0,550.0,506.0,967.0,460.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,48.0,550.0,390.0,921.0,531.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,49.0,550.0,373.0,785.0,412.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,50.0,550.0,446.0,940.0,493.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,51.0,550.0,373.0,827.0,454.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,52.0,550.0,394.0,835.0,441.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,53.0,550.0,500.0,1112.0,612.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,54.0,550.0,465.0,952.0,487.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,55.0,550.0,358.0,779.0,420.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,56.0,550.0,348.0,829.0,481.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,57.0,550.0,460.0,1023.0,562.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,58.0,550.0,533.0,1248.0,714.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,59.0,550.0,519.0,1140.0,620.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,60.0,550.0,267.0,725.0,458.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,61.0,550.0,527.0,1317.0,789.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,62.0,550.0,515.0,1206.0,691.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,0.3,0.4,850.0,63.0,550.0,365.0,804.0,439.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,0.0,550.0,1022.0,1606.0,584.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,1.0,550.0,1042.0,1673.0,631.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,2.0,550.0,899.0,1532.0,633.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,3.0,550.0,1001.0,1677.0,676.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,4.0,550.0,838.0,1461.0,623.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,5.0,550.0,919.0,1532.0,613.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,6.0,550.0,960.0,1559.0,598.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,7.0,550.0,838.0,1353.0,514.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,8.0,550.0,1001.0,1592.0,590.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,9.0,550.0,879.0,1504.0,625.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,10.0,550.0,879.0,1551.0,672.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,11.0,550.0,960.0,1604.0,643.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,12.0,550.0,981.0,1618.0,637.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,13.0,550.0,919.0,1518.0,598.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,14.0,550.0,1042.0,1608.0,566.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,15.0,550.0,1083.0,1602.0,519.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,16.0,550.0,1001.0,1616.0,615.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,17.0,550.0,960.0,1643.0,682.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,18.0,550.0,919.0,1579.0,660.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,19.0,550.0,858.0,1524.0,666.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,20.0,550.0,858.0,1522.0,664.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,21.0,550.0,919.0,1590.0,670.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,22.0,550.0,919.0,1534.0,615.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,23.0,550.0,919.0,1436.0,516.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,24.0,550.0,960.0,1669.0,709.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,25.0,550.0,838.0,1526.0,688.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,26.0,550.0,1042.0,1724.0,682.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,27.0,550.0,899.0,1592.0,692.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,28.0,550.0,919.0,1573.0,653.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,29.0,550.0,858.0,1522.0,664.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,30.0,550.0,1022.0,1643.0,621.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,31.0,550.0,1042.0,1530.0,488.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,32.0,550.0,940.0,1592.0,651.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,33.0,550.0,919.0,1569.0,649.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,34.0,550.0,1042.0,1720.0,678.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,35.0,550.0,960.0,1667.0,707.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,36.0,550.0,1062.0,1731.0,668.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,37.0,550.0,960.0,1657.0,696.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,38.0,550.0,981.0,1590.0,608.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,39.0,550.0,1001.0,1555.0,553.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,40.0,550.0,981.0,1663.0,682.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,41.0,550.0,858.0,1539.0,680.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,42.0,550.0,981.0,1694.0,713.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,43.0,550.0,899.0,1596.0,696.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,44.0,550.0,960.0,1643.0,682.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,45.0,550.0,817.0,1492.0,674.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,46.0,550.0,1124.0,1767.0,643.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,47.0,550.0,960.0,1504.0,543.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,48.0,550.0,940.0,1602.0,662.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,49.0,550.0,899.0,1635.0,735.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,50.0,550.0,981.0,1686.0,704.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,51.0,550.0,1022.0,1733.0,711.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,52.0,550.0,1022.0,1712.0,690.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,53.0,550.0,919.0,1612.0,692.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,54.0,550.0,1001.0,1653.0,651.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,55.0,550.0,919.0,1504.0,584.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,56.0,550.0,1022.0,1776.0,753.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,57.0,550.0,1022.0,1823.0,800.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,58.0,550.0,1022.0,1843.0,821.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,59.0,550.0,1001.0,1782.0,780.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,60.0,550.0,1062.0,1859.0,796.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,61.0,550.0,940.0,1727.0,786.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,62.0,550.0,858.0,1598.0,739.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.4,0.4,850.0,63.0,550.0,838.0,1430.0,592.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,0.0,550.0,235.0,1202.0,966.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,1.0,550.0,235.0,1217.0,981.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,2.0,550.0,225.0,1204.0,979.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,3.0,550.0,227.0,1235.0,1008.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,4.0,550.0,244.0,1258.0,1014.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,5.0,550.0,235.0,1229.0,993.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,6.0,550.0,237.0,1119.0,881.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,7.0,550.0,231.0,990.0,758.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,8.0,550.0,227.0,950.0,722.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,9.0,550.0,231.0,1002.0,770.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,10.0,550.0,233.0,992.0,758.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,11.0,550.0,254.0,1029.0,775.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,12.0,550.0,212.0,908.0,695.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,13.0,550.0,223.0,971.0,747.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,14.0,550.0,202.0,827.0,625.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,15.0,550.0,225.0,800.0,575.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,16.0,550.0,221.0,917.0,695.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,17.0,550.0,219.0,946.0,727.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,18.0,550.0,206.0,933.0,727.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,19.0,550.0,235.0,992.0,756.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,20.0,550.0,237.0,960.0,722.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,21.0,550.0,229.0,935.0,706.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,22.0,550.0,223.0,892.0,668.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,23.0,550.0,229.0,762.0,533.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,24.0,550.0,221.0,919.0,697.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,25.0,550.0,242.0,1019.0,777.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,26.0,550.0,212.0,900.0,687.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,27.0,550.0,217.0,912.0,695.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,28.0,550.0,225.0,931.0,706.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,29.0,550.0,231.0,896.0,664.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,30.0,550.0,219.0,829.0,610.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,31.0,550.0,254.0,804.0,550.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,32.0,550.0,233.0,937.0,704.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,33.0,550.0,225.0,892.0,666.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,34.0,550.0,231.0,977.0,745.8,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,35.0,550.0,208.0,852.0,643.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,36.0,550.0,204.0,827.0,622.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,37.0,550.0,208.0,871.0,662.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,38.0,550.0,233.0,867.0,633.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,39.0,550.0,223.0,717.0,493.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,40.0,550.0,200.0,844.0,643.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,41.0,550.0,208.0,900.0,691.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,42.0,550.0,208.0,856.0,647.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,43.0,550.0,225.0,940.0,714.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,44.0,550.0,229.0,919.0,689.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,45.0,550.0,217.0,869.0,652.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,46.0,550.0,231.0,850.0,618.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,47.0,550.0,235.0,742.0,506.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,48.0,550.0,233.0,910.0,677.1,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,49.0,550.0,227.0,935.0,708.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,50.0,550.0,225.0,925.0,700.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,51.0,550.0,223.0,933.0,710.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,52.0,550.0,198.0,898.0,700.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,53.0,550.0,215.0,856.0,641.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,54.0,550.0,208.0,842.0,633.3,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,55.0,550.0,204.0,696.0,491.7,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,56.0,550.0,223.0,1054.0,831.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,57.0,550.0,229.0,1102.0,872.9,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,58.0,550.0,204.0,1017.0,812.5,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,59.0,550.0,225.0,1075.0,850.0,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,60.0,550.0,206.0,1046.0,839.6,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,61.0,550.0,223.0,1033.0,810.4,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,62.0,550.0,217.0,971.0,754.2,0.0
1.0,2300.0,2000.0,2500.0,3000.0,1.7,0.7,850.0,63.0,550.0,223.0,833.0,610.4,0.0
