Layout,PVDD(mV),VG(mV),NWBIAS(mV),Tint(us),W(um),L(um),Wavelength(nm),Pixel_Number,Light_Intensity(uW/cm2),Dark(mV),Light(mV),L-D(mV),Edge
1.0,2300.0,2000.0,2500.0,2000.0,1.7,0.7,640.0,57.0,550.0,233.3,1841.3,1608.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.7,0.7,640.0,58.0,550.0,210.4,1728.9,1518.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.7,0.7,640.0,59.0,550.0,235.4,1816.3,1580.9,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.7,0.7,640.0,60.0,550.0,233.3,1812.2,1578.9,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.7,0.7,640.0,61.0,550.0,245.8,1837.1,1591.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.7,0.7,640.0,62.0,550.0,231.2,1799.5,1568.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.7,0.7,640.0,63.0,550.0,241.6,1604.0,1362.4,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.0,0.7,850.0,36.0,550.0,140.9,625.0,484.1,0.0
2.0,2300.0,2000.0,2500.0,2000.0,1.0,0.7,850.0,36.0,550.0,122.8,234.9,112.1,0.0
3.0,2300.0,2000.0,2500.0,2000.0,1.0,0.7,850.0,36.0,550.0,137.3,202.4,65.1,1.0
1.0,2300.0,2000.0,2500.0,2000.0,1.0,0.7,850.0,36.0,550.0,140.9,625.0,484.1,0.0
1.0,2300.0,2050.0,2500.0,2000.0,1.0,0.7,850.0,36.0,550.0,47.0,242.1,195.1,0.0
1.0,2300.0,2100.0,2500.0,2000.0,1.0,0.7,850.0,36.0,550.0,7.2,83.1,75.9,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.0,0.7,850.0,36.0,550.0,140.9,625.0,484.1,0.0
1.0,2300.0,2000.0,2550.0,2000.0,1.0,0.7,850.0,36.0,550.0,72.3,412.0,339.7,0.0
1.0,2300.0,2000.0,2600.0,2000.0,1.0,0.7,850.0,36.0,550.0,43.4,263.8,220.4,0.0
1.0,2300.0,2000.0,2650.0,2000.0,1.0,0.7,850.0,36.0,550.0,36.1,260.2,224.1,0.0
1.0,2300.0,2000.0,2700.0,2000.0,1.0,0.7,850.0,36.0,550.0,28.9,231.3,202.4,0.0
1.0,2300.0,2000.0,2750.0,2000.0,1.0,0.7,850.0,36.0,550.0,39.8,220.4,180.7,0.0
1.0,2300.0,2000.0,2800.0,2000.0,1.0,0.7,850.0,36.0,550.0,32.5,216.8,184.3,0.0
1.0,2300.0,2000.0,2850.0,2000.0,1.0,0.7,850.0,36.0,550.0,32.5,209.6,177.1,0.0
1.0,2300.0,2000.0,2900.0,2000.0,1.0,0.7,850.0,36.0,550.0,32.5,213.2,180.7,0.0
1.0,2300.0,2000.0,2950.0,2000.0,1.0,0.7,850.0,36.0,550.0,28.9,209.6,180.7,0.0
1.0,2300.0,2000.0,3000.0,2000.0,1.0,0.7,850.0,36.0,550.0,28.9,206.0,177.1,0.0
1.0,2300.0,2000.0,3050.0,2000.0,1.0,0.7,850.0,36.0,550.0,28.9,206.0,177.1,0.0
1.0,2300.0,2000.0,3100.0,2000.0,1.0,0.7,850.0,36.0,550.0,25.3,198.7,173.4,0.0
1.0,2300.0,2000.0,3150.0,2000.0,1.0,0.7,850.0,36.0,550.0,28.9,195.1,166.2,0.0
1.0,2300.0,2000.0,3200.0,2000.0,1.0,0.7,850.0,36.0,550.0,32.5,202.4,169.9,0.0
1.0,2300.0,2000.0,3250.0,2000.0,1.0,0.7,850.0,36.0,550.0,28.9,195.1,166.2,0.0
1.0,2300.0,2000.0,3300.0,2000.0,1.0,0.7,850.0,36.0,550.0,28.9,184.3,155.4,0.0
1.0,1800.0,1500.0,2000.0,2000.0,1.0,0.7,850.0,36.0,550.0,72.3,350.6,278.3,0.0
1.0,1850.0,1550.0,2050.0,2000.0,1.0,0.7,850.0,36.0,550.0,72.3,336.1,263.8,0.0
1.0,1900.0,1600.0,2100.0,2000.0,1.0,0.7,850.0,36.0,550.0,86.7,404.8,318.1,0.0
1.0,1950.0,1650.0,2150.0,2000.0,1.0,0.7,850.0,36.0,550.0,90.4,404.8,314.4,0.0
1.0,2000.0,1700.0,2200.0,2000.0,1.0,0.7,850.0,36.0,550.0,90.4,419.2,328.8,0.0
1.0,2050.0,1750.0,2250.0,2000.0,1.0,0.7,850.0,36.0,550.0,97.6,426.5,328.9,0.0
1.0,2100.0,1800.0,2300.0,2000.0,1.0,0.7,850.0,36.0,550.0,112.0,480.7,368.7,0.0
1.0,2150.0,1850.0,2350.0,2000.0,1.0,0.7,850.0,36.0,550.0,112.0,498.7,386.7,0.0
1.0,2200.0,1900.0,2400.0,2000.0,1.0,0.7,850.0,36.0,550.0,115.6,509.6,394.0,0.0
1.0,2250.0,1950.0,2450.0,2000.0,1.0,0.7,850.0,36.0,550.0,126.5,549.3,422.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,1.0,0.7,850.0,36.0,550.0,140.9,625.0,484.1,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,670.5,1259.0,588.5,0.0
2.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,605.1,924.0,318.9,0.0
3.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,899.4,1185.0,285.6,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,670.5,1259.0,588.5,0.0
1.0,2300.0,2050.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,271.0,632.5,361.5,0.0
1.0,2300.0,2100.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,94.0,224.0,130.0,0.0
1.0,2300.0,2150.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,32.5,72.3,39.8,0.0
1.0,2300.0,2200.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,0.0,18.1,18.1,0.0
1.0,2300.0,2250.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,0.0,10.8,10.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,670.5,1259.0,588.5,0.0
1.0,2300.0,2000.0,2550.0,2000.0,0.7,0.4,850.0,36.0,550.0,433.7,964.8,531.1,0.0
1.0,2300.0,2000.0,2600.0,2000.0,0.7,0.4,850.0,36.0,550.0,292.7,785.0,492.3,0.0
1.0,2300.0,2000.0,2650.0,2000.0,0.7,0.4,850.0,36.0,550.0,267.4,727.7,460.3,0.0
1.0,2300.0,2000.0,2700.0,2000.0,0.7,0.4,850.0,36.0,550.0,263.8,735.9,472.1,0.0
1.0,2300.0,2000.0,2750.0,2000.0,0.7,0.4,850.0,36.0,550.0,242.1,711.4,469.3,0.0
1.0,2300.0,2000.0,2800.0,2000.0,0.7,0.4,850.0,36.0,550.0,249.3,703.2,453.9,0.0
1.0,2300.0,2000.0,2850.0,2000.0,0.7,0.4,850.0,36.0,550.0,242.1,711.5,469.4,0.0
1.0,2300.0,2000.0,2900.0,2000.0,0.7,0.4,850.0,36.0,550.0,234.9,711.4,476.5,0.0
1.0,2300.0,2000.0,2950.0,2000.0,0.7,0.4,850.0,36.0,550.0,234.9,703.2,468.3,0.0
1.0,2300.0,2000.0,3000.0,2000.0,0.7,0.4,850.0,36.0,550.0,227.7,678.6,450.9,0.0
1.0,2300.0,2000.0,3050.0,2000.0,0.7,0.4,850.0,36.0,550.0,231.3,695.0,463.7,0.0
1.0,2300.0,2000.0,3100.0,2000.0,0.7,0.4,850.0,36.0,550.0,220.4,654.1,433.7,0.0
1.0,2300.0,2000.0,3150.0,2000.0,0.7,0.4,850.0,36.0,550.0,216.8,678.6,461.8,0.0
1.0,2300.0,2000.0,3200.0,2000.0,0.7,0.4,850.0,36.0,550.0,213.2,654.1,440.9,0.0
1.0,2300.0,2000.0,3250.0,2000.0,0.7,0.4,850.0,36.0,550.0,206.0,621.4,415.4,0.0
1.0,2300.0,2000.0,3300.0,2000.0,0.7,0.4,850.0,36.0,550.0,206.0,654.1,448.1,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,0.0,550.0,770.8,1750.0,979.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,1.0,550.0,895.8,1916.6,1020.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,2.0,550.0,770.8,1770.8,1000.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,3.0,550.0,687.5,1666.6,979.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,4.0,550.0,770.8,1750.0,979.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,5.0,550.0,750.0,1687.5,937.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,6.0,550.0,895.8,1833.3,937.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,7.0,550.0,625.0,1312.5,687.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,8.0,550.0,833.3,1583.3,750.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,9.0,550.0,666.7,1375.0,708.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,10.0,550.0,812.5,1520.8,708.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,11.0,550.0,791.7,1500.0,708.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,12.0,550.0,750.0,1500.0,750.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,13.0,550.0,916.7,1729.1,812.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,14.0,550.0,791.7,1458.3,666.7,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,15.0,550.0,583.3,1208.3,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,16.0,550.0,895.8,1666.6,770.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,17.0,550.0,854.2,1604.1,750.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,18.0,550.0,916.7,1666.6,750.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,19.0,550.0,729.2,1416.6,687.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,20.0,550.0,812.5,1562.5,750.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,21.0,550.0,1020.8,1708.3,687.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,22.0,550.0,666.7,1291.6,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,23.0,550.0,958.3,1520.8,562.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,24.0,550.0,645.8,1270.8,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,25.0,550.0,645.8,1229.1,583.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,26.0,550.0,645.8,1270.8,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,27.0,550.0,645.8,1500.0,854.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,28.0,550.0,895.8,1583.3,687.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,29.0,550.0,708.3,1354.1,645.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,30.0,550.0,729.2,1229.1,500.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,31.0,550.0,895.8,1229.1,333.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,32.0,550.0,937.5,1562.5,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,33.0,550.0,875.0,1500.0,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,34.0,550.0,770.8,1395.8,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,35.0,550.0,895.8,1500.0,604.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,36.0,550.0,708.3,1291.6,583.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,37.0,550.0,958.3,1604.1,645.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,38.0,550.0,729.2,1333.3,604.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,39.0,550.0,729.2,1250.0,520.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,40.0,550.0,729.2,1291.6,562.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,41.0,550.0,791.7,1333.3,541.7,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,42.0,550.0,875.0,1520.8,645.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,43.0,550.0,812.5,1437.5,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,44.0,550.0,895.8,1520.8,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,45.0,550.0,750.0,1333.3,583.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,46.0,550.0,812.5,1416.6,604.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,47.0,550.0,833.3,1270.8,437.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,48.0,550.0,854.2,1416.6,562.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,49.0,550.0,812.5,1395.8,583.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,50.0,550.0,833.3,1458.3,625.0,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,51.0,550.0,750.0,1291.6,541.7,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,52.0,550.0,770.8,1333.3,562.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,53.0,550.0,791.7,1375.0,583.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,54.0,550.0,833.3,1437.5,604.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,55.0,550.0,770.8,1291.6,520.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,56.0,550.0,937.5,1500.0,562.5,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,57.0,550.0,812.5,1416.6,604.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,58.0,550.0,875.0,1458.3,583.3,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,59.0,550.0,750.0,1354.1,604.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,60.0,550.0,854.2,1500.0,645.8,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,61.0,550.0,750.0,1354.1,604.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,62.0,550.0,750.0,1354.1,604.2,0.0
1.0,2300.0,2000.0,2500.0,2000.0,0.7,0.4,850.0,63.0,550.0,833.3,1333.3,500.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,0.0,550.0,687.5,2000.0,1312.5,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,1.0,550.0,687.5,2062.5,1375.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,2.0,550.0,666.7,2041.6,1375.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,3.0,550.0,708.3,1979.1,1270.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,4.0,550.0,729.2,2000.0,1270.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,5.0,550.0,729.2,2020.8,1291.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,6.0,550.0,729.2,1937.5,1208.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,7.0,550.0,666.7,1770.8,1104.2,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,8.0,550.0,687.5,1770.8,1083.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,9.0,550.0,666.7,1812.5,1145.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,10.0,550.0,708.3,1770.8,1062.5,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,11.0,550.0,729.2,1833.3,1104.2,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,12.0,550.0,645.8,1687.5,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,13.0,550.0,666.7,1791.6,1125.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,14.0,550.0,645.8,1687.5,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,15.0,550.0,666.7,1625.0,958.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,16.0,550.0,666.7,1708.3,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,17.0,550.0,645.8,1729.1,1083.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,18.0,550.0,666.7,1687.5,1020.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,19.0,550.0,729.2,1770.8,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,20.0,550.0,729.2,1750.0,1020.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,21.0,550.0,708.3,1708.3,1000.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,22.0,550.0,729.2,1645.8,916.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,23.0,550.0,687.5,1541.6,854.2,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,24.0,550.0,687.5,1729.1,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,25.0,550.0,729.2,1833.3,1104.2,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,26.0,550.0,645.8,1708.3,1062.5,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,27.0,550.0,708.3,1791.6,1083.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,28.0,550.0,687.5,1770.8,1083.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,29.0,550.0,708.3,1770.8,1062.5,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,30.0,550.0,687.5,1666.6,979.2,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,31.0,550.0,791.7,1645.8,854.2,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,32.0,550.0,750.0,1770.8,1020.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,33.0,550.0,687.5,1750.0,1062.5,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,34.0,550.0,750.0,1770.8,1020.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,35.0,550.0,645.8,1687.5,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,36.0,550.0,645.8,1687.5,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,37.0,550.0,708.3,1729.1,1020.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,38.0,550.0,708.3,1666.6,958.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,39.0,550.0,666.7,1500.0,833.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,40.0,550.0,666.7,1666.6,1000.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,41.0,550.0,687.5,1729.1,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,42.0,550.0,666.7,1687.5,1020.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,43.0,550.0,687.5,1812.5,1125.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,44.0,550.0,687.5,1770.8,1083.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,45.0,550.0,666.7,1708.3,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,46.0,550.0,729.2,1666.6,937.5,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,47.0,550.0,708.3,1541.6,833.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,48.0,550.0,729.2,1750.0,1020.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,49.0,550.0,666.7,1750.0,1083.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,50.0,550.0,708.3,1750.0,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,51.0,550.0,729.2,1770.8,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,52.0,550.0,666.7,1708.3,1041.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,53.0,550.0,687.5,1708.3,1020.8,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,54.0,550.0,687.5,1687.5,1000.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,55.0,550.0,666.7,1500.0,833.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,56.0,550.0,708.3,1916.6,1208.3,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,57.0,550.0,729.2,1979.1,1250.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,58.0,550.0,666.7,1895.8,1229.2,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,59.0,550.0,729.2,1958.3,1229.2,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,60.0,550.0,687.5,1937.5,1250.0,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,61.0,550.0,750.0,1916.6,1166.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,62.0,550.0,687.5,1854.1,1166.7,0.0
1.0,2300.0,1940.0,2500.0,2000.0,1.7,0.7,850.0,63.0,550.0,708.3,1666.6,958.3,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,0.0,550.0,1208.3,2020.8,812.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,1.0,550.0,1291.6,2062.5,770.8,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,2.0,550.0,1312.5,2041.6,729.2,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,3.0,550.0,1291.6,1979.1,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,4.0,550.0,1250.0,2020.8,770.8,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,5.0,550.0,1208.3,2000.0,791.7,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,6.0,550.0,1270.8,1958.3,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,7.0,550.0,1229.1,1812.5,583.3,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,8.0,550.0,1208.3,1875.0,666.7,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,9.0,550.0,1312.5,1979.1,666.7,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,10.0,550.0,1208.3,1895.8,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,11.0,550.0,1187.5,1895.8,708.3,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,12.0,550.0,1270.8,1979.1,708.3,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,13.0,550.0,1270.8,1979.1,708.3,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,14.0,550.0,1270.8,1916.6,645.8,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,15.0,550.0,1208.3,1812.5,604.2,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,16.0,550.0,1208.3,1895.8,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,17.0,550.0,1229.1,1958.3,729.2,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,18.0,550.0,1187.5,1916.6,729.2,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,19.0,550.0,1354.1,2020.8,666.7,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,20.0,550.0,1229.1,1916.6,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,21.0,550.0,1250.0,1937.5,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,22.0,550.0,1270.8,1916.6,645.8,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,23.0,550.0,1229.1,1812.5,583.3,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,24.0,550.0,1291.6,1979.1,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,25.0,550.0,1229.1,1916.6,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,26.0,550.0,1312.5,2000.0,687.5,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,27.0,550.0,1250.0,1916.6,666.7,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,28.0,550.0,1250.0,1958.3,708.3,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,29.0,550.0,1166.6,1937.5,770.8,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,30.0,550.0,1166.6,1812.5,645.8,0.0
1.0,2300.0,1980.0,2500.0,2000.0,2.7,0.4,850.0,31.0,550.0,1270.8,1854.1,583.3,0.0
